id,date,school_id,course_id,category,price,student_id
191,2018-01-03,285,1820,finance,0,9535
192,2018-01-03,408,2088,finance,3999,1364
193,2018-01-03,412,507,finance,14900,4370
194,2018-01-03,37,239,personal improvement,0,9707
195,2018-01-03,49,974,business,14900,4549
196,2018-01-03,468,1158,lifestyle,1900,6895
197,2018-01-04,228,1849,business,3999,3398
198,2018-01-04,210,2425,spirituality,1900,1932
199,2018-01-04,61,2279,lifestyle,3999,3534
200,2018-01-04,417,760,finance,3999,6282
201,2018-01-04,602,51,technology,14900,2416
202,2018-01-04,61,2279,lifestyle,3999,2800
203,2018-01-04,61,2279,lifestyle,3999,3057
204,2018-01-04,61,2279,lifestyle,3999,6213
205,2018-01-04,533,1102,business,1900,7482
206,2018-01-04,234,1006,lifestyle,14900,5785
207,2018-01-04,409,1839,finance,9900,3677
208,2018-01-04,61,2279,lifestyle,3999,4189
209,2018-01-04,61,2279,lifestyle,3999,3829
210,2018-01-04,598,2252,technology,0,2206
211,2018-01-04,259,2265,personal improvement,0,963
212,2018-01-04,61,2279,lifestyle,3999,1681
213,2018-01-04,494,692,lifestyle,14900,9422
214,2018-01-04,61,2279,lifestyle,3999,7213
215,2018-01-04,61,2279,lifestyle,3999,6740
216,2018-01-04,75,1945,lifestyle,9900,1014
217,2018-01-04,297,1875,personal improvement,0,6707
218,2018-01-04,61,2279,lifestyle,3999,8116
219,2018-01-04,540,2649,personal improvement,14900,5468
220,2018-01-04,560,123,technology,3999,1690
221,2018-01-04,61,2279,lifestyle,3999,8637
222,2018-01-04,438,1888,technology,1900,5547
223,2018-01-04,404,2814,business,0,5890
224,2018-01-04,183,2233,personal improvement,1900,3124
225,2018-01-04,506,143,lifestyle,0,3922
226,2018-01-04,24,1493,lifestyle,0,9965
227,2018-01-04,210,2344,spirituality,14900,2087
228,2018-01-04,151,1157,personal improvement,9900,3516
229,2018-01-04,293,1065,personal improvement,3999,5350
230,2018-01-04,61,2279,lifestyle,3999,4085
231,2018-01-04,61,2279,lifestyle,3999,8932
232,2018-01-04,284,496,personal improvement,14900,7414
233,2018-01-04,61,2279,lifestyle,3999,541
234,2018-01-04,553,584,personal improvement,1900,1107
235,2018-01-04,577,1981,lifestyle,0,6293
236,2018-01-04,336,733,finance,1900,9168
237,2018-01-04,93,1260,lifestyle,14900,1190
238,2018-01-04,61,2279,lifestyle,3999,7578
239,2018-01-04,220,1192,lifestyle,3999,9861
240,2018-01-04,61,2279,lifestyle,3999,6537
241,2018-01-04,537,2436,personal improvement,3999,7906
242,2018-01-04,384,2209,personal improvement,14900,6933
243,2018-01-04,163,529,business,0,2845
244,2018-01-04,471,1639,spirituality,3999,3121
245,2018-01-04,558,1603,technology,9900,6375
246,2018-01-04,527,1896,lifestyle,9900,8628
247,2018-01-04,595,1502,business,14900,9522
248,2018-01-04,41,1801,finance,9900,2234
249,2018-01-04,452,2616,personal improvement,1900,8561
250,2018-01-04,132,2661,personal improvement,3999,8315
251,2018-01-04,134,1150,lifestyle,1900,3748
252,2018-01-04,61,2279,lifestyle,3999,601
253,2018-01-04,61,2279,lifestyle,3999,2001
254,2018-01-04,208,1020,lifestyle,0,2626
255,2018-01-04,490,2278,personal improvement,3999,4141
256,2018-01-04,117,1904,business,1900,464
257,2018-01-04,425,1291,lifestyle,9900,6884
258,2018-01-04,382,209,finance,3999,6598
259,2018-01-04,560,123,technology,3999,4241
260,2018-01-04,468,1158,lifestyle,1900,338
261,2018-01-04,509,2575,spirituality,1900,8436
262,2018-01-04,510,1963,business,0,1880
263,2018-01-04,61,2279,lifestyle,3999,3173
264,2018-01-04,527,1127,lifestyle,1900,3349
265,2018-01-04,560,1392,technology,1900,5241
266,2018-01-04,379,2528,personal improvement,0,4420
267,2018-01-04,208,1268,lifestyle,9900,1788
268,2018-01-04,61,2279,lifestyle,3999,2791
269,2018-01-04,562,904,technology,0,6313
270,2018-01-04,49,974,business,14900,6894
271,2018-01-04,503,2126,technology,14900,8906
272,2018-01-04,530,1105,personal improvement,1900,6869
273,2018-01-04,90,1252,personal improvement,0,954
274,2018-01-04,438,1888,technology,1900,813
275,2018-01-04,132,377,personal improvement,1900,1950
276,2018-01-04,500,47,finance,9900,8509
277,2018-01-05,25,1548,finance,1900,6363
278,2018-01-05,46,1660,lifestyle,14900,8779
279,2018-01-05,457,1564,finance,9900,1970
280,2018-01-05,61,2279,lifestyle,3999,6350
281,2018-01-05,198,1113,lifestyle,3999,8309
282,2018-01-05,61,2279,lifestyle,3999,4616
283,2018-01-05,408,1974,finance,1900,4475
284,2018-01-05,410,313,technology,0,282
285,2018-01-05,114,468,technology,9900,2794
286,2018-01-05,188,1288,lifestyle,0,3809
287,2018-01-05,598,2252,technology,0,4259
288,2018-01-05,560,744,technology,0,8918
289,2018-01-05,535,175,personal improvement,9900,4646
290,2018-01-05,336,1829,finance,0,4382
291,2018-01-05,300,701,lifestyle,9900,3241
292,2018-01-05,568,475,lifestyle,9900,6855
293,2018-01-05,438,1888,technology,1900,4840
294,2018-01-05,595,678,business,14900,2520
295,2018-01-05,74,834,spirituality,9900,1479
296,2018-01-05,412,1187,finance,1900,1598
297,2018-01-05,61,2279,lifestyle,3999,8534
298,2018-01-05,20,2330,personal improvement,9900,2349
299,2018-01-05,179,440,lifestyle,14900,7866
300,2018-01-05,527,1896,lifestyle,9900,672
301,2018-01-05,61,2279,lifestyle,3999,7000
302,2018-01-05,552,2091,spirituality,1900,9158
303,2018-01-05,553,1325,personal improvement,0,9301
304,2018-01-05,90,2541,personal improvement,0,9029
305,2018-01-05,350,2869,finance,0,7842
306,2018-01-05,514,1884,personal improvement,1900,4617
307,2018-01-05,435,1448,technology,1900,7454
308,2018-01-05,46,1883,lifestyle,3999,5295
309,2018-01-05,74,369,spirituality,3999,1828
310,2018-01-05,180,910,technology,3999,9855
311,2018-01-05,454,1610,lifestyle,9900,3351
312,2018-01-05,410,313,technology,0,7981
313,2018-01-05,395,205,business,14900,7099
314,2018-01-05,61,2279,lifestyle,3999,7085
315,2018-01-05,560,123,technology,3999,8557
316,2018-01-05,61,2279,lifestyle,3999,5084
317,2018-01-05,324,1698,personal improvement,3999,5729
318,2018-01-05,536,2349,finance,9900,2671
319,2018-01-05,465,2401,personal improvement,0,8988
320,2018-01-05,501,1242,technology,14900,8899
321,2018-01-05,586,27,lifestyle,9900,7851
322,2018-01-05,543,745,lifestyle,1900,6706
323,2018-01-05,188,116,lifestyle,0,6064
324,2018-01-05,228,1849,business,3999,8694
325,2018-01-05,180,2547,technology,0,8584
326,2018-01-05,557,1316,personal improvement,0,233
327,2018-01-05,450,139,lifestyle,0,2146
328,2018-01-05,132,2092,personal improvement,3999,4578
329,2018-01-05,61,2279,lifestyle,3999,7896
330,2018-01-05,277,1263,technology,9900,6703
331,2018-01-05,249,2906,technology,14900,5478
332,2018-01-05,61,2279,lifestyle,3999,7249
333,2018-01-05,318,2249,finance,3999,6592
334,2018-01-05,251,2612,finance,3999,5924
335,2018-01-05,106,1582,personal improvement,3999,3918
336,2018-01-05,558,90,technology,14900,5769
337,2018-01-05,208,2064,lifestyle,1900,2557
338,2018-01-05,490,1431,personal improvement,14900,3135
339,2018-01-05,350,2923,finance,0,6007
340,2018-01-05,451,102,finance,14900,9385
341,2018-01-05,120,297,finance,0,2807
342,2018-01-06,217,1015,lifestyle,14900,4066
343,2018-01-06,122,2146,spirituality,0,5501
344,2018-01-06,194,1542,personal improvement,1900,5600
345,2018-01-06,170,1258,finance,14900,3675
346,2018-01-06,61,2279,lifestyle,3999,2296
347,2018-01-06,180,910,technology,3999,8395
348,2018-01-06,198,1113,lifestyle,3999,5283
349,2018-01-06,163,559,business,1900,3216
350,2018-01-06,414,2108,technology,9900,9015
351,2018-01-06,324,1698,personal improvement,3999,5261
352,2018-01-06,249,1967,technology,3999,6864
353,2018-01-06,249,2899,technology,0,3604
354,2018-01-06,61,2279,lifestyle,3999,324
355,2018-01-06,567,1399,lifestyle,1900,3120
356,2018-01-06,584,1354,lifestyle,1900,6878
357,2018-01-06,61,2279,lifestyle,3999,956
358,2018-01-06,451,102,finance,14900,3130
359,2018-01-06,132,2661,personal improvement,3999,9035
360,2018-01-06,331,1426,lifestyle,14900,5486
361,2018-01-06,264,1236,personal improvement,1900,3107
362,2018-01-06,259,2265,personal improvement,0,5532
363,2018-01-06,494,1892,lifestyle,0,1004
364,2018-01-06,551,2709,personal improvement,9900,595
365,2018-01-06,139,2420,business,0,8509
366,2018-01-06,454,839,lifestyle,14900,7475
367,2018-01-06,188,1288,lifestyle,0,6521
368,2018-01-06,251,1232,finance,14900,3343
369,2018-01-06,503,2126,technology,14900,6390
370,2018-01-06,363,2885,technology,9900,2340
371,2018-01-06,151,562,personal improvement,3999,9735
372,2018-01-06,510,1033,business,14900,4030
373,2018-01-06,264,1236,personal improvement,1900,8285
374,2018-01-06,347,1702,technology,14900,6420
375,2018-01-06,349,2742,academics,3999,8762
376,2018-01-06,163,503,business,9900,5153
377,2018-01-06,251,1755,finance,3999,6624
378,2018-01-06,132,2661,personal improvement,3999,6996
379,2018-01-06,183,1304,personal improvement,9900,6823
380,2018-01-06,61,2279,lifestyle,3999,8428
381,2018-01-06,368,726,lifestyle,3999,586
382,2018-01-06,560,744,technology,0,8162
383,2018-01-06,251,1755,finance,3999,3860
384,2018-01-06,61,2279,lifestyle,3999,5547
385,2018-01-06,61,2279,lifestyle,3999,5264
386,2018-01-06,61,2279,lifestyle,3999,4092
387,2018-01-06,454,1610,lifestyle,9900,4470
388,2018-01-06,290,2780,lifestyle,0,7238
389,2018-01-06,350,2923,finance,0,8516
390,2018-01-06,239,2244,academics,0,902
391,2018-01-06,144,2454,finance,9900,4318
392,2018-01-06,128,2568,business,1900,6774
393,2018-01-06,41,301,finance,14900,1312
394,2018-01-06,275,2686,lifestyle,1900,7669
395,2018-01-06,386,2716,personal improvement,1900,4335
396,2018-01-06,429,2763,technology,3999,9738
397,2018-01-06,85,916,technology,14900,5986
398,2018-01-06,61,2279,lifestyle,3999,9325
399,2018-01-06,159,1523,technology,9900,6977
400,2018-01-06,134,675,lifestyle,0,64
401,2018-01-06,447,2459,lifestyle,9900,2935
402,2018-01-06,141,980,personal improvement,14900,6878
403,2018-01-06,277,1487,technology,0,6922
404,2018-01-06,129,658,finance,3999,6336
405,2018-01-06,77,1410,lifestyle,9900,7840
406,2018-01-06,514,2333,personal improvement,9900,658
407,2018-01-06,259,2735,personal improvement,14900,2864
408,2018-01-06,410,2406,technology,9900,2438
409,2018-01-06,450,2676,lifestyle,1900,9178
410,2018-01-06,120,688,finance,1900,2531
411,2018-01-06,363,772,technology,0,1762
412,2018-01-06,217,1299,lifestyle,14900,2911
413,2018-01-06,132,377,personal improvement,1900,6953
414,2018-01-06,132,1823,personal improvement,1900,2258
415,2018-01-06,132,2092,personal improvement,3999,3072
416,2018-01-06,43,587,business,0,6527
417,2018-01-06,268,1491,lifestyle,14900,1802
418,2018-01-06,217,2378,lifestyle,0,3813
419,2018-01-06,379,176,personal improvement,9900,6135
420,2018-01-06,20,1062,personal improvement,9900,1853
421,2018-01-06,9,1674,personal improvement,9900,6767
422,2018-01-06,114,468,technology,9900,8678
423,2018-01-06,349,406,academics,9900,4363
424,2018-01-06,90,2541,personal improvement,0,1946
425,2018-01-06,249,2901,technology,14900,3771
426,2018-01-06,552,2609,spirituality,14900,6260
427,2018-01-06,293,715,personal improvement,9900,9287
428,2018-01-06,287,233,personal improvement,3999,5466
429,2018-01-06,198,1694,lifestyle,14900,6853
430,2018-01-06,431,583,personal improvement,3999,2831
431,2018-01-06,331,2918,lifestyle,3999,3895
432,2018-01-06,61,2279,lifestyle,3999,184
433,2018-01-06,170,1335,finance,3999,7433
434,2018-01-06,77,999,lifestyle,9900,1557
435,2018-01-06,172,453,academics,14900,236
436,2018-01-06,560,1274,technology,3999,9958
437,2018-01-06,354,2697,finance,1900,6009
438,2018-01-06,570,324,finance,3999,2105
439,2018-01-06,431,583,personal improvement,3999,6846
440,2018-01-06,217,1015,lifestyle,14900,2503
441,2018-01-06,488,1653,academics,3999,415
442,2018-01-06,132,2092,personal improvement,3999,5562
443,2018-01-06,570,324,finance,3999,5280
444,2018-01-06,234,2292,lifestyle,3999,2680
445,2018-01-06,475,2749,lifestyle,1900,8390
446,2018-01-06,527,456,lifestyle,9900,6920
447,2018-01-06,122,2146,spirituality,0,3260
448,2018-01-06,586,268,lifestyle,3999,248
449,2018-01-06,61,2279,lifestyle,3999,6144
450,2018-01-06,61,2279,lifestyle,3999,1300
451,2018-01-06,290,2780,lifestyle,0,7888
452,2018-01-06,390,2282,technology,14900,6683
453,2018-01-06,261,2706,personal improvement,3999,1312
454,2018-01-06,420,2296,finance,0,6952
455,2018-01-06,186,719,academics,1900,8867
456,2018-01-06,568,1388,lifestyle,3999,2735
457,2018-01-06,471,2248,spirituality,14900,8425
458,2018-01-06,61,2279,lifestyle,3999,1874
459,2018-01-06,429,509,technology,9900,272
460,2018-01-06,61,2279,lifestyle,3999,781
461,2018-01-06,451,2625,finance,0,8678
462,2018-01-06,61,2279,lifestyle,3999,5363
463,2018-01-06,382,209,finance,3999,4663
464,2018-01-06,180,217,technology,3999,8685
465,2018-01-06,577,1981,lifestyle,0,4694
466,2018-01-06,259,1941,personal improvement,3999,8464
467,2018-01-06,61,2279,lifestyle,3999,2038
468,2018-01-06,560,2456,technology,14900,2389
469,2018-01-06,533,2339,business,9900,3799
470,2018-01-06,384,813,personal improvement,3999,8999
471,2018-01-06,572,43,personal improvement,9900,328
472,2018-01-06,447,1067,lifestyle,14900,2150
473,2018-01-06,375,225,lifestyle,9900,1787
474,2018-01-06,287,1792,personal improvement,1900,9107
475,2018-01-06,471,1639,spirituality,3999,4480
476,2018-01-06,558,1909,technology,3999,2060
477,2018-01-06,231,1371,lifestyle,1900,425
478,2018-01-06,61,2279,lifestyle,3999,9945
479,2018-01-06,595,2673,business,14900,75
480,2018-01-06,155,1811,lifestyle,1900,2779
481,2018-01-06,202,1629,technology,9900,2027
482,2018-01-06,220,1192,lifestyle,3999,521
483,2018-01-06,438,1888,technology,1900,3806
484,2018-01-06,61,2279,lifestyle,3999,8153
485,2018-01-06,182,153,lifestyle,1900,9890
486,2018-01-06,249,3,technology,1900,4342
487,2018-01-06,61,2279,lifestyle,3999,8578
488,2018-01-06,334,2505,personal improvement,1900,6452
489,2018-01-06,443,266,technology,9900,6142
490,2018-01-06,408,1974,finance,1900,107
491,2018-01-06,61,2279,lifestyle,3999,295
492,2018-01-06,457,1564,finance,9900,1841
493,2018-01-06,290,2780,lifestyle,0,8411
494,2018-01-06,61,2279,lifestyle,3999,9715
495,2018-01-06,452,2587,personal improvement,1900,7026
496,2018-01-06,53,2626,business,9900,105
497,2018-01-06,61,2279,lifestyle,3999,9436
498,2018-01-06,297,951,personal improvement,3999,9599
499,2018-01-06,350,1612,finance,0,4616
500,2018-01-06,59,2766,personal improvement,9900,8752
501,2018-01-06,249,2906,technology,14900,1017
502,2018-01-06,261,2810,personal improvement,3999,6518
503,2018-01-06,277,869,technology,14900,4324
504,2018-01-06,180,217,technology,3999,8166
505,2018-01-06,61,2279,lifestyle,3999,2893
506,2018-01-06,598,2252,technology,0,9050
507,2018-01-06,503,861,technology,14900,651
508,2018-01-06,239,1845,academics,1900,3069
509,2018-01-06,114,468,technology,9900,9877
510,2018-01-06,61,2279,lifestyle,3999,6554
511,2018-01-06,446,2919,lifestyle,9900,5255
512,2018-01-06,36,849,personal improvement,14900,2965
513,2018-01-06,39,2731,personal improvement,14900,6957
514,2018-01-06,354,1503,finance,9900,36
515,2018-01-06,577,1981,lifestyle,0,5279
516,2018-01-06,256,753,technology,3999,4226
517,2018-01-06,297,1937,personal improvement,0,5326
518,2018-01-06,410,313,technology,0,9732
519,2018-01-06,132,1488,personal improvement,3999,9882
520,2018-01-06,357,1100,finance,9900,7835
521,2018-01-06,570,324,finance,3999,5015
522,2018-01-06,61,2279,lifestyle,3999,1817
523,2018-01-06,490,2278,personal improvement,3999,5373
524,2018-01-06,503,703,technology,14900,8808
525,2018-01-06,509,2152,spirituality,1900,4656
526,2018-01-06,443,2300,technology,1900,6319
527,2018-01-06,61,2279,lifestyle,3999,7689
528,2018-01-06,379,2195,personal improvement,14900,6453
529,2018-01-06,16,1988,lifestyle,1900,8043
530,2018-01-06,61,2279,lifestyle,3999,9090
531,2018-01-06,132,2661,personal improvement,3999,3941
532,2018-01-06,543,2201,lifestyle,9900,8594
533,2018-01-06,59,2802,personal improvement,9900,536
534,2018-01-06,61,2279,lifestyle,3999,8054
535,2018-01-06,36,1625,personal improvement,3999,3880
536,2018-01-06,26,2024,business,0,5338
537,2018-01-06,61,2279,lifestyle,3999,6419
538,2018-01-06,431,583,personal improvement,3999,7826
539,2018-01-06,334,2505,personal improvement,1900,3656
540,2018-01-06,340,2533,lifestyle,0,334
541,2018-01-06,379,176,personal improvement,9900,3829
542,2018-01-06,410,313,technology,0,5026
543,2018-01-06,134,896,lifestyle,14900,5094
544,2018-01-06,159,2304,technology,14900,8939
545,2018-01-06,408,1974,finance,1900,3666
546,2018-01-06,501,1313,technology,3999,995
547,2018-01-06,465,2955,personal improvement,14900,4126
548,2018-01-06,512,28,technology,1900,8846
549,2018-01-06,558,1909,technology,3999,7531
550,2018-01-06,139,2420,business,0,6049
551,2018-01-06,61,2279,lifestyle,3999,1137
552,2018-01-06,160,2035,lifestyle,3999,5675
553,2018-01-06,75,2290,lifestyle,14900,4555
554,2018-01-06,359,1198,technology,9900,3887
555,2018-01-06,443,2300,technology,1900,7843
556,2018-01-06,61,2279,lifestyle,3999,176
557,2018-01-06,61,2279,lifestyle,3999,4684
558,2018-01-06,114,1279,technology,9900,2733
559,2018-01-06,75,1945,lifestyle,9900,7525
560,2018-01-06,61,2279,lifestyle,3999,8979
561,2018-01-06,461,1194,business,1900,8855
562,2018-01-06,446,2919,lifestyle,9900,2514
563,2018-01-06,404,1096,business,1900,1875
564,2018-01-06,114,468,technology,9900,7258
565,2018-01-06,486,2862,personal improvement,1900,2769
566,2018-01-06,429,63,technology,3999,355
567,2018-01-06,188,1288,lifestyle,0,9424
568,2018-01-06,560,123,technology,3999,9355
569,2018-01-06,179,989,lifestyle,1900,4882
570,2018-01-06,61,2279,lifestyle,3999,5087
571,2018-01-06,188,941,lifestyle,14900,6344
572,2018-01-06,560,1274,technology,3999,3248
573,2018-01-06,59,2802,personal improvement,9900,3955
574,2018-01-06,59,2802,personal improvement,9900,6703
575,2018-01-06,545,1427,academics,14900,9710
576,2018-01-06,235,783,lifestyle,9900,9562
577,2018-01-06,122,2146,spirituality,0,1395
